SOC1_SC1,SOC1_G1
0.3709,9978.4714
0.3555,9508.3516
0.4035,10712.9462
0.2928,11750.1678
0.3713,10011.2343
0.3923,12111.4242
0.4092,10961.0
0.3719,10377.6716
0.3892,10086.6476
0.3315,9446.6574
0.431,9994.3039
0.3398,10603.5018
0.3671,10243.2766
0.4393,11730.2576
0.3465,9751.7194
0.3471,9711.9288
0.3756,10074.1284
0.3284,7832.1898
0.3481,8761.811
0.3177,9554.607
0.3097,8235.4609
0.3168,10499.029
0.3632,10056.0185
0.3404,8967.3404
0.4261,10164.0458
0.3021,8548.6292
0.4067,9729.87
0.3554,10056.4066
0.3533,9682.9695
0.3537,9435.5572
0.3776,10317.6758
0.3506,9965.7494
0.3536,9286.0067
0.3523,10589.5598
0.3589,9804.4694
0.3432,9913.7085
0.4017,9752.6635
0.3129,9779.087
0.3614,9146.622
0.3458,9503.4398
0.3428,9227.881
0.3444,8864.3714
0.3638,11294.9596
0.3723,9511.964
0.3853,10045.8692
0.5048,9003.3077
0.2909,9529.1654
0.3472,10716.8647
0.3471,9825.7639
0.4508,10422.2358
0.3208,8771.1429
0.3911,10827.4868
0.3374,9888.0
0.3213,10130.8118
0.3833,12105.8872
0.3913,10332.7383
0.3515,10346.9253
0.3282,9634.7655
0.3843,10529.7297
0.4034,9907.8312
0.4118,8501.2222
0.3795,11149.0451
0.3757,9029.9416
0.3735,9834.9205
0.3418,11179.2788
0.3453,10364.5132
0.3587,9868.8159
0.3644,10126.9857
0.3462,10996.328
0.3919,9788.2961
0.3495,9382.0758
0.3297,9067.9378
0.3469,11146.5942
0.4215,10585.0667
0.4074,9586.808
0.4174,10500.1399
0.2769,9294.3399
0.4103,10499.7233
0.4032,9755.6203
0.3355,9944.75
0.3152,10727.3448
0.3364,9463.2624
0.2488,8303.8934
0.3404,9731.0696
0.334,8942.9136
0.2999,9511.3745
0.3776,9654.1822
0.3282,10887.5979
0.3757,9242.9934
0.4053,9909.1429
0.3524,10257.3535
0.3365,10366.2679
0.3392,8962.5991
0.3447,10139.0748
0.3231,9968.7047
0.3024,9610.5127
0.378,10802.6797
0.311,9164.4466
0.3721,10417.695
0.3631,10701.0728
0.3367,9539.5682
0.3356,9699.1556
0.3063,9384.7261
0.3734,10403.2693
0.3493,9138.6438
0.3332,10378.2794
0.3721,10321.9327
0.3856,9399.7462
0.3742,10432.2471
0.3905,10851.7829
0.3424,9588.7748
0.3667,10189.7344
0.3813,11249.1585
0.414,10750.723
0.3452,10546.4958
0.3592,9465.2075
0.2943,9761.816
0.3677,10494.0323
0.3629,12088.464
0.3631,11151.0
0.3125,10490.6402
0.3741,9321.0795
0.3592,10304.6357
0.3372,9144.4331
0.3479,10082.9102
0.3218,9935.26
0.3861,9625.6364
0.3438,9170.595
0.3246,8925.5345
0.4347,9853.4924
0.4191,11380.7704
0.3725,9798.9434
0.3702,9411.6467
0.3783,9516.379
0.4192,13185.0238
0.3427,9824.0155
0.3333,10032.6277
0.433,11242.4042
0.352,10486.4196
0.3711,9747.7154
0.3993,10873.566
0.3828,9854.6346
0.3934,10041.5908
0.3868,8630.9863
0.3646,10504.0585
0.3404,10390.3929
0.405,10977.2829
0.4083,10784.0402
0.3531,9883.6609
0.3458,10200.0427
0.377,10153.6523
0.3777,10311.5417
0.4196,10686.9835
0.3567,9738.0302
0.3598,10147.0544
0.348,10153.302
0.3725,10467.2831
0.3397,9839.8046
0.3641,9492.2765
0.3726,9087.336
0.2578,8561.9737
0.3901,9920.5225
0.3798,9151.1457
0.3769,10069.8041
0.3549,10180.5107
0.3613,10849.3121
0.3265,8866.6617
0.2062,6404.0227
0.3509,9374.4111
0.3553,10064.3763
0.387,10836.794
0.4199,10420.0571
0.379,10803.6725
0.3415,9995.8588
0.3579,11474.152
0.3658,9814.0775
0.3666,9834.7778
0.3552,10355.4556
0.3929,10231.0575
0.3316,10027.7845
0.3839,10391.5616
0.3715,10560.3713
0.3561,10969.3501
0.377,10168.1033
0.3797,10821.0585
0.3585,9411.6158
0.3667,11702.1912
0.3542,10427.4149
0.3368,9870.248
0.4085,10511.1579
0.3615,9773.9908
0.4255,9963.0788
0.3687,11084.9012
0.3342,11744.6197
0.3843,10027.9612
0.3746,10164.487
0.3614,9122.9655
0.3843,9553.3142
0.3979,11435.6966
0.3389,8968.0328
0.3369,9890.7412
0.3896,12417.8388
0.3985,10610.3092
0.371,10378.4981
0.3527,8593.1485
0.3471,9961.8926
0.2965,10154.1889
0.3989,10377.3065
0.3152,8679.6038
0.359,11307.0761
0.3424,10556.5245
0.335,11328.6023
0.2666,9319.6086
0.3519,10880.0932
0.3749,9724.8354
0.346,10259.9294
0.3587,12852.7438
0.3623,9083.7505
0.4006,10549.5017
0.3333,10201.3711
0.4133,9911.8226
0.3651,9878.2847
0.3317,9497.5945
0.4114,12437.1167
0.368,9720.3713
0.3468,10527.4656
0.3406,9511.4525
0.3401,9727.3709
0.3726,10157.3892
0.3591,10170.2812
0.3445,10559.3516
0.3757,10029.6892
0.3742,8084.6767
0.3122,9392.7372
0.3338,10744.5978
0.3183,10390.2047
0.3665,8193.688
0.3712,9988.4755
0.3499,10273.724
0.3149,8613.7106
0.2737,8174.5314
0.3138,10425.9977
0.3897,10416.8434
0.3997,10673.6031
0.3774,10608.3944
0.3138,10219.9513
0.3828,10977.0451
0.3775,10206.5116
0.3568,9168.7667
0.3164,8754.6078
0.3433,9984.3629
0.3859,10041.0769
0.3998,9921.42
0.3594,9762.072
0.3822,8800.1507
0.3328,10216.139
0.3489,10744.2508
0.3699,10579.2073
0.3632,9918.3353
0.3773,10577.4649
0.3226,9363.6908
0.4007,12743.8764
0.3649,9563.4073
0.3689,9587.0291
0.3498,10031.251
0.3326,9058.0923
0.3662,10207.4481
0.3578,9891.1587
0.4433,10951.9235
0.4043,11023.8894
0.3097,9396.0328
0.4536,9486.8
0.3512,9659.3062
0.3831,9841.7919
0.3791,9358.6331
0.3866,10521.4522
0.3791,10404.6881
0.3017,9166.0339
0.3455,9296.6641
0.3295,9120.25
0.3617,10110.2415
0.2294,6715.5152
0.373,9666.9832
0.3823,8785.0625
0.3294,9894.6157
0.3462,10352.2334
0.3804,9900.6811
0.3802,9208.3802
0.3608,10941.7091
0.383,9619.0035
0.3929,10869.252
0.358,9490.0955
0.3622,9893.5859
0.292,11406.7333
0.3961,11027.9438
0.3481,9542.9614
0.4145,9759.0163
0.3443,8920.1567
0.381,10387.3457
0.3748,10673.5901
0.3515,9308.8612
0.3857,9151.1965
0.3879,9990.9515
0.3933,11131.647
0.3836,10159.9095
0.3719,10784.0793
0.3635,10889.162
0.3712,9954.519
0.4113,9809.3505
0.3082,9068.0104
0.3583,9149.2801
0.3411,9890.7258
0.3706,9598.3073
0.372,9625.6993
0.3767,9928.1674
0.3674,9450.8588
0.361,10644.3188
0.3699,11228.6068
0.3176,9578.2959
0.4015,9676.04
0.3279,10090.6225
0.3184,8649.1344
0.3995,8659.3037
0.3637,10574.0134
0.3705,10844.4155
0.3831,10418.1393
0.4047,10787.5945
0.3859,9426.3022
0.3513,11793.8819
0.4232,10365.7091
0.4204,10485.0256
0.3808,10641.7117
0.2834,8059.4667
0.3561,11046.7365
0.4299,10036.311
0.4235,11350.3542
0.3001,8911.1592
0.3145,7897.403
0.339,8736.9349
0.3552,10247.4496
0.4069,10712.6465
0.3429,9838.1055
0.3009,9741.3547
0.2832,9045.3735
0.3534,9304.4079
0.3619,9487.6048
0.2471,10780.7415
0.3581,9968.5348
0.4015,11070.8857
0.3937,10904.4937
0.4034,9512.7083
0.3782,9616.1835
0.3904,10893.4814
0.4385,9043.6769
0.3687,10164.6192
0.4271,8987.8421
0.3635,9480.4922
0.4132,10492.5193
0.3594,10143.2188
0.378,10529.6761
0.3754,9043.6
0.3284,9878.6309
0.3759,8930.9362
0.3115,10205.4646
0.3899,10561.524
0.3083,8601.0179
0.3343,9485.8209
0.4078,11230.1199
0.3727,9776.4967
0.4044,10493.3039
0.3047,9787.8052
0.293,9297.998
0.3521,10166.9532
0.3301,8662.2451
0.3789,10253.1851
0.3286,9774.4167
0.3453,10555.0607
0.3576,9454.3008
0.3244,8765.6888
0.4179,10133.8859
0.383,10596.9557
0.4018,10776.1064
0.3999,10094.7154
0.325,9054.4248
0.3264,10421.6441
0.3293,8443.7119
0.386,9975.6516
0.392,11312.6607
0.3988,9646.4889
0.411,11761.9661
0.3921,10041.4681
0.3941,9854.4167
0.3311,9153.0943
0.3992,10980.4135
0.339,10364.8542
0.343,8833.835
0.3492,9627.5877
0.356,9273.2989
0.38,10890.4331
0.3991,10259.1052
0.3844,9969.3454
0.3457,10900.8736
0.3715,10156.7057
0.3785,10247.3874
0.3284,9628.0983
0.2965,9403.8324
0.3396,10050.3736
0.3393,10543.3484
0.3535,9063.3574
0.4781,9253.5379
0.2799,8859.9373
0.3676,10646.0056
0.3975,10734.0187
0.3958,10395.8249
0.3487,9188.0415
0.3798,9019.2039
0.3773,10537.2755
0.2172,6829.9853
0.2865,15013.0324
0.389,10401.873
0.3742,7924.1758
0.3465,10626.0177
0.374,9408.198
0.3094,9523.9861
0.2707,9876.0241
0.4298,10202.2756
0.3504,10460.1939
0.3706,10274.2362
0.3473,9851.7239
0.3484,9183.6214
0.2986,10423.9489
0.2913,9102.4473
0.3644,9981.7276
0.3516,10218.5305
0.3551,11054.8725
0.3332,9846.7488
0.3551,11592.5533
0.3714,10544.1434
0.3411,11471.2555
0.2377,7999.478
0.3486,9398.4301
0.3785,11259.7441
0.3886,8899.5745
0.3997,10033.245
0.3319,9600.2308
0.2641,8648.8192
0.3145,10903.5619
0.3753,9485.5703
0.3574,11497.8652
0.2643,8801.6336
0.3901,9458.9191
0.4119,10948.933
0.2534,8601.4875
0.3056,8603.5543
0.4086,9662.3909
0.3298,10222.2823
0.411,11084.6319
0.396,10589.165
0.3788,10945.8699
0.3919,9182.7719
0.3739,8579.0585
0.3971,11725.2987
0.3975,9500.2018
0.4136,9961.9063
0.2775,12582.9407
0.3995,10884.7857
0.4083,10228.9033
0.3547,10841.2629
0.3142,9635.5785
0.3551,10852.9224
0.3745,9589.1709
0.3915,10338.8889
0.3453,9613.2577
0.2939,8782.5985
0.3896,10019.4924
0.3847,10468.5673
0.2485,8912.6156
0.3546,9703.7057
0.2806,12096.1061
0.3498,10440.3347
0.187,6065.9143
0.399,10258.4071
0.3895,9615.7973
0.3686,10360.0747
0.3447,9633.9273
0.3544,11687.7261
0.3675,10170.577
0.3221,8891.9908
0.3976,9655.7102
0.3421,9336.3898
0.3568,11221.0
0.383,10440.4888
0.3755,9802.4924
0.3783,9437.0682
0.4064,8866.6145
0.3762,9091.364
0.3892,10099.6017
0.3771,10825.6074
0.3698,12057.105
0.3949,10036.9412
0.3597,8852.4554
0.3733,9779.2038
0.4098,9320.4953
0.3562,10216.4627
0.3698,9251.4949
0.3846,9482.7667
0.3849,10795.1143
0.3599,9757.4551
0.366,9476.5545
0.3258,8963.9746
0.3133,9616.6014
0.382,10257.2632
0.3859,9615.9303
0.3362,9949.4221
0.352,9563.5221
0.3821,10398.2054
0.3502,10416.3306
0.3184,7902.7318
0.3401,9565.2033
0.355,10690.8636
0.3963,9665.9615
0.3908,10768.7809
0.3881,10159.2358
0.3666,9969.375
0.3524,9274.1481
0.3594,9260.309
0.3626,9789.8276
0.3237,13712.451
0.3942,10073.039
0.3753,10537.1206
0.3553,9848.9095
0.3506,9578.0719
0.3752,9627.2904
0.3836,9994.4134
0.3125,8841.971
0.3775,10564.8505
0.3572,10153.4161
0.4193,9798.6471
0.3049,9585.6652
0.359,10829.3588
0.2987,8793.7714
0.4061,10145.6752
0.3212,10499.6858
0.3293,9090.302
0.3738,9342.6325
0.3996,9885.9932
0.3711,10992.1715
0.3767,9818.0892
0.3514,11212.9228
0.3849,10441.7453
0.3614,9516.2287
0.3351,8899.2857
0.359,10042.4302
0.3059,9638.379
0.2841,7394.7914
0.4164,9578.758
0.3696,9867.2876
0.3621,10361.0477
0.3923,9865.4476
0.3618,9998.4882
0.3547,10709.4884
0.3914,9314.2301
0.3795,9976.5095
0.3611,10032.3676
0.3336,9544.7924
0.3653,10328.7378
0.3532,10071.8903
0.3682,9124.2125
0.3375,9497.6706
0.3219,8502.7655
0.3508,9691.8163
0.3491,9981.6479
0.395,9417.7673
0.3877,8863.6317
0.3383,10448.1677
0.3549,10172.438
0.3927,9977.2282
0.3636,10481.3139
0.3412,9283.6755
0.389,9772.9683
0.3539,9353.2515
0.2899,7528.0773
0.3281,9678.5573
0.3342,10169.9116
0.2004,7988.6923
0.4102,11145.698
0.425,10176.9362
0.3509,10016.1104
0.3338,10190.925
0.4182,9800.3741
0.3269,9690.5288
0.3573,9542.6565
0.3331,9500.2028
0.3519,10813.625
0.3497,8785.322
0.3541,10519.5902
0.3606,9819.2565
0.3454,10592.4139
0.4243,10992.8687
0.3385,10436.2791
0.3557,9795.1391
0.3289,10071.0163
0.3514,9819.9474
0.4218,10489.6179
0.378,10690.625
0.3199,9462.8629
0.3589,9188.5556
0.3387,9376.052
0.3676,10752.5591
0.3578,10130.912
0.369,9190.3351
0.4272,10196.2061
0.3488,9700.9458
0.3617,9967.9789
0.3379,10163.3655
0.3751,10276.0
0.3674,10345.0296
0.4032,11668.6606
0.357,11634.2417
0.3697,9959.3548
0.3637,11242.5797
0.3521,10484.6549
0.3714,9791.4282
0.3924,12102.6716
0.3892,11226.1404
0.3364,9072.7287
0.3354,9402.6118
0.3563,9236.1329
0.3594,9960.807
0.3508,8998.1451
0.3365,10529.7449
0.337,10167.3837
0.4383,9907.2362
0.3647,11283.5589
0.3468,9604.1974
0.3291,9721.7778
0.3878,11114.9343
0.3161,10333.0532
0.3276,9717.4736
0.3866,9581.1648
0.3386,9443.3515
0.3776,10531.1111
0.3611,9134.7078
0.363,8445.5121
0.3452,11096.5049
0.3715,10979.743
0.2359,8847.1477
0.4054,10281.2037
0.3602,10756.819
0.3542,9755.8938
0.39,10137.2043
0.3081,8467.5968
0.3509,9171.388
0.3435,9754.1392
0.3286,9755.6891
0.3626,10539.2141
0.4104,8808.4667
0.3263,9149.9707
0.3874,10421.9407
0.3721,9522.6299
0.3541,10210.099
0.3672,10981.4586
0.4011,8710.3386
0.3714,10262.2721
0.3671,10540.3571
0.3356,9862.6944
0.3474,9352.6257
0.391,10360.6851
0.385,9585.0306
0.3211,10495.1417
0.4083,10246.5513
0.3836,10533.5692
0.3633,9400.6
0.3239,9522.8771
0.3587,9162.1964
0.3486,9439.4388
0.3066,10257.6796
0.3998,11220.5971
0.3799,9477.6316
0.3662,10195.5743
0.3323,9323.2311
0.3501,9346.1727
0.3692,11001.5568
0.3352,9950.7037
0.3944,12335.298
0.3575,9780.8525
0.3756,9752.2303
0.2493,7867.2729
0.3899,10496.0769
0.3549,10427.6074
0.3592,10023.4632
0.3184,8432.5117
0.3639,9620.3303
0.3852,10677.5339
0.3068,11816.3439
0.3412,10911.3764
0.387,9126.422
0.3837,10194.518
0.3705,9475.8876
0.369,9908.8091
0.3667,9568.5176
0.4025,10014.1971
0.3634,10910.8976
0.3628,9662.283
0.3505,9617.748
0.446,9790.9155
0.3852,10293.8734
0.3346,10353.718
0.3484,10314.8413
0.3428,10975.2672
0.3692,10484.9294
0.34,9703.4444
0.3922,10856.6304
0.4086,10760.1406
0.3038,9909.9651
0.3647,8794.4813
0.3327,10596.8308
0.3528,10813.3897
0.3093,9846.518
0.3556,10051.531
0.4104,10985.3945
0.3941,10106.6592
0.3857,10943.236
0.3698,10708.7725
0.3219,9477.3256
0.4341,10031.754
0.376,11105.7961
0.3757,11241.6722
0.3003,9462.1962
0.3928,10080.2797
0.326,8987.6371
0.312,8942.1236
0.3324,9581.1099
0.3716,10475.3933
0.3508,10285.7784
0.3917,9742.4254
0.3607,8103.5038
0.3076,9993.5066
0.3683,10165.8621
0.3956,9893.7471
0.4108,9862.7022
0.3504,9751.8146
0.3465,8567.0
0.3835,9023.8394
0.3657,9872.8883
0.3406,10712.0382
0.3261,9340.4355
0.3691,9828.4627
0.3742,9888.391
0.3894,9312.2537
0.3023,8788.8498
0.3285,9779.717
0.3352,8741.3204
0.3767,10653.8033
0.332,9446.2597
0.3435,9895.8272
0.2991,8917.8245
0.4051,9107.6536
0.3424,9680.8901
0.313,8864.384
0.2705,8232.6203
0.3443,12474.8987
0.3688,10023.7098
0.3672,9086.2992
0.3995,11046.3493
0.4013,10281.5658
0.3794,10277.3112
0.3581,10001.0576
0.411,10450.9602
0.3694,10542.0571
0.3545,10171.3106
0.3381,10518.0532
0.3694,9665.1517
0.3316,10437.1406
0.3629,10593.4828
0.2605,7966.5312
0.4248,11395.8121
0.3608,10888.5185
0.3908,11059.249
0.3599,9682.7129
0.3873,10090.1231
0.3135,8909.3678
0.4754,11238.4958
0.4326,9765.1654
0.3619,9963.8914
0.3714,9462.4818
0.3216,9562.1438
0.3408,10297.7912
0.372,10114.0711
0.3496,9151.4673
0.3801,9743.6799
0.3605,8054.5755
0.3388,9592.4601
0.3368,10114.4992
0.3568,10237.6172
0.3828,10314.4683
0.3812,10790.2875
0.3337,9259.4022
0.362,10326.9438
0.3996,9878.2517
0.3427,9545.3684
0.3645,9803.4892
0.3575,9941.6254
0.4005,9531.1064
0.3431,10545.7055
0.3845,9605.8312
0.4259,10160.3359
0.3451,9513.2906
0.3553,10482.5606
0.4096,10657.6619
0.3446,10209.0742
0.3339,10336.0913
0.4366,9392.5126
0.3372,9953.8126
0.3898,10197.5684
0.3853,9363.671
0.3081,8943.0719
0.3271,9931.1865
0.3987,10666.3569
0.3659,10425.3368
0.4273,10781.6468
0.4097,11243.7864
0.3298,15353.5301
0.3801,9965.4049
0.3804,8647.9214
0.3939,10183.687
0.3593,9491.9926
0.3637,9787.3452
0.3552,8740.4543
0.371,10283.5297
0.4065,9554.1193
0.3481,9586.1562
0.3547,10495.5509
0.4183,9768.3515
0.3247,9490.8625
0.3443,8997.5788
0.3257,9707.2853
0.3634,12078.6809
0.3455,10280.764
0.3829,10190.2163
0.4022,9762.9275
0.3842,10501.8345
0.3738,10939.9817
0.3939,10579.2611
0.331,9444.2472
0.3511,10802.4797
0.3803,9876.5108
0.4017,9887.7905
0.3313,9866.2767
0.3873,11027.4554
0.3801,9986.6314
0.4026,9884.7336
0.3665,10376.2119
0.3766,9678.0345
0.41,10104.8675
0.3215,10076.5995
0.3916,10145.0897
0.3422,9040.2384
0.368,10932.9926
0.3773,9644.7059
0.3755,10877.7215
0.3499,9116.9639
0.366,10451.1423
0.4183,10374.275
0.4143,9589.5007
0.3799,8297.3511
0.4488,10146.5539
0.4014,10758.565
0.3753,11065.1057
0.3971,9924.514
0.3882,10942.8362
0.3924,10125.5714
0.3048,9703.8506
0.3631,9473.9336
0.426,10477.6583
0.3107,9450.1621
0.3475,9312.6425
0.3488,10126.0686
0.3309,9584.5115
0.3939,9978.1448
0.4067,9614.543
0.4081,10044.777
0.386,10260.8425
0.3946,9302.9119
0.3448,10015.3319
0.3651,9105.3761
0.3052,7885.4205
0.3724,9340.237
0.3564,10632.6231
0.4384,13440.6759
0.3856,11237.5085
0.3633,9806.1963
0.3994,10041.4742
0.3431,9514.1575
0.3642,10108.1919
0.3408,9410.3773
0.3425,7900.25
0.3639,9433.6149
0.2812,9252.846
0.4066,8106.9856
0.2982,9766.4958
0.3563,10415.7176
0.3482,10354.5215
0.3334,13057.1462
0.3695,9735.9433
0.398,10477.833
0.293,9176.8648
0.3883,10302.791
0.3619,10532.1194
0.4259,10853.3142
0.3861,10214.8968
0.4237,10524.0597
0.407,11058.5365
0.3452,10196.8278
0.3939,9409.7238
0.3154,8802.746
0.3567,9599.9134
0.3351,10162.4634
0.3954,9059.3019
0.3264,9905.4688
0.2864,9250.6847
0.344,11035.4106
0.3382,9754.4074
0.4116,9905.1474
0.3423,10857.9369
0.3545,9470.2437
0.3631,9832.5129
0.3532,9378.769
0.3479,9783.8748
0.3824,8828.1519
0.416,8863.4387
0.4172,9855.1795
0.334,8707.3008
0.3791,11399.0615
0.3177,9174.6848
0.3679,9045.4905
0.3815,10081.7831
0.3485,9555.7761
0.3683,9710.3167
0.3169,9458.2149
0.4157,11817.7021
0.4148,10115.5463
0.3379,10042.5729
0.3919,7855.94
0.2976,9739.6981
0.3737,9633.7576
0.411,10230.9295
0.2951,9508.1838
0.3539,10354.741
0.3695,9884.4703
0.3708,10124.7173
0.4122,13447.4088
0.4076,10410.3466
0.3438,9134.0276
0.3695,10268.7244
0.2967,9027.0851
0.3491,9387.2625
0.341,9997.3485
0.3774,10127.1941
0.3408,9981.8
0.3607,8983.4227
0.346,9630.6531
0.3431,9125.3318
0.3874,10168.1491
0.3638,9219.5886
0.3471,9354.4661
0.2804,8562.5678
0.3902,9179.9436
0.4066,9420.8
0.3605,10381.9741
0.3075,8098.7626
0.3589,9990.137
0.3714,9912.7388
0.3268,9593.3367
0.368,9194.7079
0.377,10558.7632
0.3669,10165.5512
0.3397,9136.6813
0.345,9765.7522
0.3834,8706.6447
0.3641,9790.8301
0.3984,9161.1182
0.3225,10400.2151
0.3557,9392.8171
0.3705,10586.9388
0.3438,10080.1505
0.3408,9603.5327
0.3923,9990.3622
0.3538,10843.0935
0.3943,9798.7355
0.3157,8225.8416
0.3821,11058.288
0.3736,9835.2867
0.3242,9617.3364
0.3426,10336.5596
0.3667,9256.3831
0.3086,9295.059
0.3318,10104.4
0.3227,8478.5816
0.3596,9079.4528
0.401,11238.0632
0.3741,9621.4989
0.4429,8802.2105
0.393,9714.4375
0.3246,10165.7264
0.3477,9094.575
0.3821,9655.8116
0.3925,10185.2913
0.3534,11460.2622
0.3994,9756.3517
0.3261,11016.1222
0.3568,10109.7014
0.369,9613.9592
0.4039,11688.7845
0.3365,8958.1294
0.2899,10188.1293
0.3305,9213.6762
0.3662,9699.1596
0.3905,10868.7662
0.3295,9496.5144
0.3487,9651.101
0.4209,9925.2533
0.3633,10543.6338
0.4114,10898.283
0.399,9441.1875
0.3213,10498.5465
0.3601,7888.5902
0.2851,9483.0482
0.366,10099.0909
0.3899,11150.0521
0.3564,9423.5858
0.3282,11003.5699
0.353,9759.3811
0.3092,10671.9563
0.4723,14634.3729
0.3672,10027.9024
0.388,11181.8397
0.3635,10180.9774
0.3286,9883.4527
0.3609,10178.1869
0.3954,9832.7516
0.3595,9977.5845
0.3662,10722.5714
0.3824,9719.2072
0.4419,9612.5231
0.3498,10853.261
0.3306,10102.1582
0.378,9443.7991
0.3198,10520.3866
0.408,9941.1934
0.4198,11112.3762
0.3701,10271.7436
0.367,10295.6881
0.3782,9931.9623
0.3705,11417.9167
0.3402,8945.0968
0.38,9866.0667
0.3651,9947.0173
0.3593,9694.6238
0.372,9856.0818
0.3077,8669.0922
0.3639,9732.7202
0.3283,9042.9008
0.3783,9343.3522
0.3443,10207.636
0.3965,10189.0417
0.3364,8991.4819
0.3861,10069.9843
0.3984,9391.3289
0.39,9552.8134
0.3529,9260.6583
0.3685,10097.5101
0.3673,9951.4145
0.3744,10087.1488
0.3956,9921.2727
0.3619,10081.9751
0.3212,10303.7769
0.3489,10422.3106
0.3584,12377.7101
0.366,11186.9139
0.3596,11622.8916
0.3831,10037.5685
0.3586,10703.8584
0.3487,9569.9649
0.3417,9507.9945
0.3272,9116.1232
0.3631,12965.9078
0.3618,10288.6879
0.3319,9768.4315
0.3445,10372.3858
0.3728,9767.4858
0.3473,9719.9674
0.3618,11639.5269
0.283,7292.2857
0.3679,9257.7394
0.3561,10042.3294
0.3719,9782.4433
0.3976,9776.3365
0.3844,10465.3793
0.4324,10262.3923
0.4103,10063.3684
0.3551,8551.8922
0.3793,9674.5403
0.369,10381.9349
0.3789,9834.9111
0.4131,11311.7184
0.38,10285.7389
0.3883,9750.7708
0.3565,10149.0259
0.3485,9857.9968
0.3975,9959.4895
0.3664,9254.204
0.397,9916.1077
0.3472,10542.0472
0.3377,11195.8707
0.3257,9420.5016
0.3644,10343.7978
0.3541,10061.9719
0.3363,8708.7516
0.3356,9178.3607
0.4054,8892.1938
0.3646,8204.5865
0.3448,10500.7609
0.3763,10501.9583
0.3432,10506.9738
0.3839,10400.4008
0.3985,10189.1
0.3745,11122.8121
0.3749,9542.5354
0.3698,10195.139
0.3513,9954.3631
0.3782,9834.112
0.3635,10470.7848
0.3356,10633.9182
0.3411,9699.0632
0.4117,10329.509
0.3826,10079.34
0.4139,9241.9841
0.3401,9642.6952
0.3536,10429.1933
0.3676,10750.756
0.2646,9929.8
0.4093,9321.8179
0.3619,10179.6691
0.3765,9732.5674
0.3451,10034.177
0.329,9663.352
0.3567,9926.3469
0.3976,9853.1777
0.4724,9814.3902
0.3483,10331.1849
0.4623,9925.59
0.3447,10406.631
0.3446,9754.9531
0.3258,10007.4261
0.3855,11183.3519
0.3326,11335.0686
0.4064,11570.6186
0.3407,8610.4752
0.3727,9729.693
0.3582,10146.4053
0.4181,11007.1222
0.3293,10563.9407
0.3872,9147.3239
0.3504,9760.0636
0.392,11027.6943
0.3702,9749.6484
0.3628,10120.1693
0.335,9470.1087
0.3357,8939.1754
0.3391,9962.6471
0.3406,9397.6098
0.3257,9241.3968
0.3958,9936.0071
0.3428,10034.0051
0.3811,9826.0619
0.3714,9675.2273
0.367,10171.971
0.3134,9095.9324
0.3758,9566.6418
0.3667,10326.162
0.368,10254.3434
0.2836,9755.5365
0.3579,10452.7224
0.3423,10542.9808
0.4049,8560.0148
0.3121,8718.1301
0.3121,9189.7232
0.327,9904.0416
0.3321,9022.6368
0.4019,10171.4986
0.3903,10558.7035
0.3725,9646.7818
0.3413,9579.104
0.4005,10655.6892
0.3337,9326.187
0.3881,10493.2389
0.2884,7106.6826
0.37,10465.8436
0.3343,10152.6958
0.3777,10251.8015
0.3818,8775.5188
0.3622,10106.3183
0.3674,9413.9733
0.3093,8405.8544
0.3795,10213.2081
0.3603,10443.0574
0.2335,8981.5221
0.3394,10010.9745
0.3464,9914.257
0.3341,9380.4913
0.3524,9931.8488
0.3901,10002.4902
0.4261,10333.4754
0.3254,10008.684
0.3798,10126.3693
0.3225,9086.2162
0.3467,9284.6139
0.3639,10552.2375
0.3363,9705.8986
0.3524,13862.68
0.3759,10842.0785
0.3606,10992.9603
0.3516,10072.51
0.3139,8961.5921
0.332,10469.781
0.3316,10305.026
0.3651,10495.2857
0.3485,10760.4215
0.2709,9274.114
0.3912,10473.1382
0.3994,10779.8694
0.3366,9621.4065
0.329,9568.5556
0.3729,9627.0494
0.3799,10615.9971
0.343,8602.6652
0.278,9101.0681
0.3605,8561.6364
0.3539,10619.5179
0.3288,10712.1015
0.372,10602.4702
0.3065,9927.7258
0.3447,8519.8235
0.3656,10446.376
0.3451,9663.4147
0.3701,10833.8186
0.3132,8970.5534
0.3218,9415.6314
0.3732,9990.0669
0.398,9655.8731
0.3559,11152.2128
0.3868,9057.8549
0.39,10129.848
0.3582,9247.4145
0.3419,9996.5006
0.3314,9684.1635
0.3577,9796.8657
0.2469,7153.7246
0.3889,9752.5476
0.3607,10503.4199
0.342,10144.7105
0.3366,9840.7948
0.3754,9054.5732
0.3588,9953.7531
0.3538,10657.4348
0.3469,9706.6667
0.3802,9052.3187
0.3236,9624.4945
0.3477,10201.0241
0.3778,10540.9557
0.3729,9453.5516
0.4252,10966.4182
0.3609,9413.4349
0.3646,9621.7892
0.4043,10948.2105
0.3183,10465.3233
0.3432,9338.5538
0.3525,9795.7166
0.36,10140.7825
0.3955,13033.9649
0.3233,10128.9634
0.3344,9505.065
0.3378,11153.9655
0.3487,10245.1278
0.396,9680.2308
0.3174,8898.5265
0.3504,10076.6345
0.3762,10748.8116
0.3408,10160.8993
0.3777,10182.0142
0.3733,9949.7167
0.3437,9403.0562
0.3675,9400.2592
0.3289,8692.3882
0.3434,10736.9817
